date,company_Name,ticker,broker,analyst,rating_before,rating_after,price_target_before,price_target_after,Close
2019-03-20,Nvidia Corp,NVDA,UBS,TIMOTHY ARCURI,                             ,BUY                          ,4.5,5.25,4.36
2019-03-26,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,,OVERWEIGHT                   ,,5.0,4.42
2019-04-04,Nvidia Corp,NVDA,BAML,VIVEK ARYA,,                             ,,5.62,4.71
2019-04-12,Nvidia Corp,NVDA,DZ BANK,INGO WERMANN,BUY,SELL,4.62,4.25,4.75
2019-04-12,Nvidia Corp,NVDA,JPMORGAN,HARLAN SUR,Sell                         ,Sell                         ,,,4.75
2019-04-17,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,                             ,POSITIVE                     ,4.62,5.37,4.68
2019-04-22,Nvidia Corp,NVDA,BARCLAYS,BLAYNE CURTIS,,OVERWEIGHT                   ,,5.5,4.71
2019-05-10,Nvidia Corp,NVDA,OPPENHEIMER,RICK SCHAFER,OUTPERFORM,IN LINE,,4.75,4.22
2019-05-13,Nvidia Corp,NVDA,MORGAN STANLEY,JOSEPH MOORE,,                             ,,4.25,3.96
2019-05-14,Nvidia Corp,NVDA,STIFEL,KEVIN CASSIDY,                             ,                             ,3.75,3.62,4.05
2019-05-16,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,,                             ,,5.25,4.0
2019-05-17,Nvidia Corp,NVDA,UBS,TIMOTHY ARCURI,                             ,BUY                          ,5.25,4.87,3.91
2019-05-17,Nvidia Corp,NVDA,MIZUHO,VIJAY RAKESH,BUY,BUY,4.87,4.8,3.91
2019-05-17,Nvidia Corp,NVDA,JEFFERIES,MARK LIPACIS,                             ,                             ,5.67,5.25,3.91
2019-05-17,Nvidia Corp,NVDA,OPPENHEIMER,RICK SCHAFER,,OUTPERFORM                   ,,4.75,3.91
2019-05-17,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,OVERWEIGHT,OVERWEIGHT,,5.0,3.91
2019-05-22,Nvidia Corp,NVDA,STIFEL,KEVIN CASSIDY,                             ,HOLD                         ,3.62,3.5,3.81
2019-06-06,Nvidia Corp,NVDA,BARCLAYS,BLAYNE CURTIS,                             ,                             ,5.5,4.5,3.59
2019-06-13,Nvidia Corp,NVDA,OPPENHEIMER,RICK SCHAFER,,OUTPERFORM                   ,,4.75,3.71
2019-06-24,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,POSITIVE,NEGATIVE,,4.75,3.82
2019-06-26,Nvidia Corp,NVDA,BERNSTEIN,STACY RASGON,,                             ,,3.75,3.98
2019-06-27,Nvidia Corp,NVDA,,MATT BRYSON,Outperform                   ,Outperform                   ,4.0,4.0,4.08
2019-07-11,Nvidia Corp,NVDA,BAML,VIVEK ARYA,,BUY                          ,,5.62,4.16
2019-07-12,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,OVERWEIGHT,OVERWEIGHT,,5.0,4.19
2019-08-07,Nvidia Corp,NVDA,BERNSTEIN,STACY RASGON,,                             ,,3.75,3.85
2019-08-15,Nvidia Corp,NVDA,JEFFERIES,MARK LIPACIS,BUY,BUY,,5.25,3.72
2019-08-16,Nvidia Corp,NVDA,OPPENHEIMER,RICK SCHAFER,,OUTPERFORM                   ,,4.75,3.99
2019-08-16,Nvidia Corp,NVDA,CRAIG HALLUM,RICHARD SHANNON,HOLD,IN LINE,4.12,4.25,3.99
2019-08-16,Nvidia Corp,NVDA,BARCLAYS,BLAYNE CURTIS,                             ,OVERWEIGHT                   ,4.5,4.25,3.99
2019-08-16,Nvidia Corp,NVDA,MORGAN STANLEY,JOSEPH MOORE,                             ,EQUAL WEIGHT                 ,4.25,4.5,3.99
2019-08-16,Nvidia Corp,NVDA,MIZUHO,VIJAY RAKESH,                             ,BUY                          ,4.8,4.62,3.99
2019-08-16,Nvidia Corp,NVDA,JPMORGAN,HARLAN SUR,                             ,OVERWEIGHT                   ,5.12,5.0,3.99
2019-08-16,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,,BUY                          ,,5.25,3.99
2019-08-16,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,OVERWEIGHT,OVERWEIGHT,,5.0,3.99
2019-08-16,Nvidia Corp,NVDA,UBS,TIMOTHY ARCURI,,BUY                          ,,4.87,3.99
2019-08-21,Nvidia Corp,NVDA,DAIWA,LOUIS MISCIOSCIA,                             ,BUY                          ,4.42,5.0,4.28
2019-08-21,Nvidia Corp,NVDA,BENCHMARK,GARY MOBLEY,,BUY                          ,,5.25,4.28
2019-09-09,Nvidia Corp,NVDA,UBS,TIMOTHY ARCURI,,BUY                          ,,4.87,4.51
2019-09-13,Nvidia Corp,NVDA,DZ BANK,INGO WERMANN,SELL,HOLD,,3.95,4.55
2019-09-23,Nvidia Corp,NVDA,JPMORGAN,HARLAN SUR,Buy                          ,Buy                          ,,,4.37
2019-09-23,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,,                             ,,5.4,4.37
2019-10-07,Nvidia Corp,NVDA,EVERCORE,C J MUSE,Outperform                   ,Outperform                   ,217.0,217.0,4.61
2019-10-07,Nvidia Corp,NVDA,,MATT BRYSON,Outperform                   ,Outperform                   ,,,4.61
2019-10-09,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,,                             ,,5.0,4.52
2019-10-15,Nvidia Corp,NVDA,BAML,VIVEK ARYA,                             ,                             ,5.62,6.25,4.91
2019-10-22,Nvidia Corp,NVDA,WELLS FARGO,AARON RAKERS,,POSITIVE                     ,,5.5,4.89
2019-10-22,Nvidia Corp,NVDA,BENCHMARK,GARY MOBLEY,Outperform                   ,Outperform                   ,220.0,220.0,4.89
2019-10-22,Nvidia Corp,NVDA,JEFFERIES,MARK LIPACIS,Outperform                   ,Outperform                   ,,,4.89
2019-11-04,Nvidia Corp,NVDA,CRAIG HALLUM,RICHARD SHANNON,,                             ,,5.0,5.26
2019-11-07,Nvidia Corp,NVDA,RAYMOND JAMES,CHRIS CASO,OUTPERFORM,OUTPERFORM,,4.5,5.21
2019-11-11,Nvidia Corp,NVDA,UBS,TIMOTHY ARCURI,Buy                          ,Buy                          ,240.0,240.0,5.2
2019-11-11,Nvidia Corp,NVDA,DEUTSCHE BANK,ROSS SEYMORE,,HOLD                         ,,4.75,5.2
2019-11-12,Nvidia Corp,NVDA,OPPENHEIMER,RICK SCHAFER,                             ,                             ,4.75,6.25,5.24
2019-11-13,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,,                             ,,5.1,5.21
2019-11-15,Nvidia Corp,NVDA,WEDBUSH,MATT BRYSON,,OUTPERFORM                   ,,6.07,5.1
2019-11-15,Nvidia Corp,NVDA,JEFFERIES,MARK LIPACIS,                             ,BUY                          ,5.25,6.25,5.1
2019-11-15,Nvidia Corp,NVDA,BENCHMARK,GARY MOBLEY,Outperform                   ,Outperform                   ,195.0,240.0,5.1
2019-11-15,Nvidia Corp,NVDA,BARCLAYS,BLAYNE CURTIS,                             ,OVERWEIGHT                   ,4.25,5.62,5.1
2019-11-15,Nvidia Corp,NVDA,CITI,ATIF MALIK,                             ,                             ,5.0,6.12,5.1
2019-11-15,Nvidia Corp,NVDA,BAML,VIVEK ARYA,                             ,BUY                          ,6.25,6.87,5.1
2019-11-15,Nvidia Corp,NVDA,RAYMOND JAMES,CHRIS CASO,                             ,OUTPERFORM                   ,4.5,6.0,5.1
2019-11-15,Nvidia Corp,NVDA,MIZUHO,VIJAY RAKESH,                             ,                             ,4.62,5.75,5.1
2019-11-15,Nvidia Corp,NVDA,CRAIG HALLUM,RICHARD SHANNON,BUY,HOLD,5.0,6.37,5.1
2019-11-15,Nvidia Corp,NVDA,FBN,SHELBY SEYRAFI,                             ,OUTPERFORM                   ,4.75,5.75,5.1
2019-11-15,Nvidia Corp,NVDA,BENCHMARK,RUBEN ROY,                             ,                             ,5.25,6.0,5.1
2019-11-15,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,,BUY                          ,,6.0,5.1
2019-11-15,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,                             ,POSITIVE                     ,5.0,5.75,5.1
2019-11-15,Nvidia Corp,NVDA,MORGAN STANLEY,JOSEPH MOORE,                             ,                             ,4.5,5.42,5.1
2019-11-15,Nvidia Corp,NVDA,JPMORGAN,HARLAN SUR,Overweight                   ,Overweight                   ,225.0,225.0,5.1
2019-11-15,Nvidia Corp,NVDA,WELLS FARGO,AARON RAKERS,                             ,                             ,5.5,6.0,5.1
2019-11-20,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,,                             ,,6.0,5.28
2019-11-22,Nvidia Corp,NVDA,DAIWA,LOUIS MISCIOSCIA,Buy, Outperfor,,,5.27
2019-11-25,Nvidia Corp,NVDA,MORGAN STANLEY,JOSEPH MOORE,EQUAL WEIGHT,OVERWEIGHT,,6.47,5.53
2019-12-13,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,                             ,BUY                          ,6.0,6.82,5.6
2019-12-17,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,                             ,OVERWEIGHT                   ,5.75,6.25,5.71
2019-12-20,Nvidia Corp,NVDA,BENCHMARK,GARY MOBLEY,Overweight                   ,Overweight                   ,240.0,270.0,5.98
2019-12-20,Nvidia Corp,NVDA,WELLS FARGO,AARON RAKERS,                             ,                             ,6.0,6.75,5.98
2019-12-20,Nvidia Corp,NVDA,EDWARD JONES,LOGAN PURK,,HOLD                         ,,,5.98
2019-12-31,Nvidia Corp,NVDA,BENCHMARK,GARY MOBLEY,BUY,BUY,6.0,6.87,5.88
2019-12-31,Nvidia Corp,NVDA,BENCHMARK,RUBEN ROY,                             ,                             ,6.0,6.87,5.88
2020-01-07,Nvidia Corp,NVDA,CITI,ATIF MALIK,,BUY                          ,,6.12,6.0
2020-01-10,Nvidia Corp,NVDA,BAML,VIVEK ARYA,                             ,                             ,6.87,7.5,6.11
2020-01-13,Nvidia Corp,NVDA,EVERCORE,C J MUSE,,OUTPERFORM                   ,,7.5,6.3
2020-01-13,Nvidia Corp,NVDA,CRAIG HALLUM,RICHARD SHANNON,,POSITIVE                     ,,7.5,6.3
2020-01-13,Nvidia Corp,NVDA,ARGUS,JIM KELLEHER,,BUY                          ,,7.5,6.3
2020-01-15,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,                             ,OVERWEIGHT                   ,6.25,6.87,6.14
2020-01-23,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,,OVERWEIGHT                   ,,6.87,6.32
2020-01-23,Nvidia Corp,NVDA,UBS,TIMOTHY ARCURI,BUY,BUY,6.0,7.5,6.32
2020-02-11,Nvidia Corp,NVDA,OPPENHEIMER,RICK SCHAFER,                             ,                             ,6.25,7.5,6.7
2020-02-11,Nvidia Corp,NVDA,WELLS FARGO,AARON RAKERS,                             ,OVERWEIGHT                   ,6.75,7.25,6.7
2020-02-12,Nvidia Corp,NVDA,JEFFERIES,MARK LIPACIS,                             ,BUY                          ,6.37,7.87,6.81
2020-02-12,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,                             ,                             ,7.12,7.75,6.81
2020-02-13,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,                             ,BUY                          ,6.82,7.85,6.77
2020-02-14,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,                             ,                             ,6.87,8.25,7.24
2020-02-14,Nvidia Corp,NVDA,CRAIG HALLUM,RICHARD SHANNON,                             ,BUY                          ,7.5,8.12,7.24
2020-02-14,Nvidia Corp,NVDA,BAML,VIVEK ARYA,                             ,BUY                          ,7.5,8.75,7.24
2020-02-14,Nvidia Corp,NVDA,UBS,TIMOTHY ARCURI,Buy                          ,Buy                          ,315.0,315.0,7.24
2020-02-14,Nvidia Corp,NVDA,RAYMOND JAMES,CHRIS CASO,                             ,OUTPERFORM                   ,6.0,7.5,7.24
2020-02-14,Nvidia Corp,NVDA,MIZUHO,VIJAY RAKESH,                             ,BUY                          ,6.75,7.37,7.24
2020-02-14,Nvidia Corp,NVDA,MORGAN STANLEY,JOSEPH MOORE,                             ,                             ,6.47,7.6,7.24
2020-02-14,Nvidia Corp,NVDA,WEDBUSH,MATT BRYSON,                             ,OUTPERFORM                   ,7.37,7.77,7.24
2020-02-14,Nvidia Corp,NVDA,BENCHMARK,GARY MOBLEY,,BUY                          ,,8.0,7.24
2020-02-18,Nvidia Corp,NVDA,ARGUS,JIM KELLEHER,,BUY                          ,,8.5,7.41
2020-02-18,Nvidia Corp,NVDA,BERNSTEIN,STACY RASGON,MARKET PERFORM,OUTPERFORM,,9.0,7.41
2020-03-16,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,,BUY                          ,,7.35,4.91
2020-03-18,Nvidia Corp,NVDA,MORGAN STANLEY,JOSEPH MOORE,Overweight                   ,Overweight                   ,268.0,268.0,5.07
2020-03-20,Nvidia Corp,NVDA,WELLS FARGO,AARON RAKERS,Overweight                   ,Overweight                   ,280.0,280.0,5.14
2020-03-20,Nvidia Corp,NVDA,,GARY MOBLEY,Overweight                   ,Overweight                   ,280.0,280.0,5.14
2020-03-24,Nvidia Corp,NVDA,WEDBUSH,MATT BRYSON,,OUTPERFORM                   ,,7.77,6.23
2020-03-31,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,                             ,POSITIVE                     ,8.0,8.25,6.59
2020-04-13,Nvidia Corp,NVDA,CRAIG HALLUM,RICHARD SHANNON,HOLD,BUY,,7.5,6.75
2020-04-17,Nvidia Corp,NVDA,UBS,TIMOTHY ARCURI,                             ,BUY                          ,7.62,8.25,7.31
2020-04-28,Nvidia Corp,NVDA,MORGAN STANLEY,JOSEPH MOORE,                             ,                             ,6.7,7.05,7.28
2020-05-04,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,,POSITIVE                     ,,8.87,7.28
2020-05-07,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,                             ,BUY                          ,7.35,8.17,7.62
2020-05-07,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,                             ,OVERWEIGHT                   ,8.25,8.75,7.62
2020-05-13,Nvidia Corp,NVDA,WEDBUSH,MATT BRYSON,                             ,                             ,7.77,8.5,7.78
2020-05-15,Nvidia Corp,NVDA,RAYMOND JAMES,CHRIS CASO,                             ,OUTPERFORM                   ,7.5,8.25,8.49
2020-05-15,Nvidia Corp,NVDA,MORGAN STANLEY,JOSEPH MOORE,,OVERWEIGHT                   ,,7.05,8.49
2020-05-15,Nvidia Corp,NVDA,BERNSTEIN,STACY RASGON,,OUTPERFORM                   ,,9.0,8.49
2020-05-18,Nvidia Corp,NVDA,DEUTSCHE BANK,ROSS SEYMORE,,HOLD                         ,,7.5,8.75
2020-05-19,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,POSITIVE,POSITIVE,8.87,10.25,8.81
2020-05-22,Nvidia Corp,NVDA,DEUTSCHE BANK,ROSS SEYMORE,                             ,HOLD                         ,7.5,7.87,9.03
2020-05-22,Nvidia Corp,NVDA,CITI,ATIF MALIK,                             ,BUY                          ,7.87,9.8,9.03
2020-05-22,Nvidia Corp,NVDA,UBS,TIMOTHY ARCURI,                             ,BUY                          ,8.25,10.0,9.03
2020-05-22,Nvidia Corp,NVDA,,GARY MOBLEY,Overweight                   ,Overweight                   ,390.0,390.0,9.03
2020-05-22,Nvidia Corp,NVDA,,KEVIN CASSIDY,Buy                          ,Buy                          ,400.0,400.0,9.03
2020-05-22,Nvidia Corp,NVDA,OPPENHEIMER,RICK SCHAFER,                             ,OUTPERFORM                   ,8.75,10.0,9.03
2020-05-22,Nvidia Corp,NVDA,MIZUHO,VIJAY RAKESH,                             ,BUY                          ,7.37,10.0,9.03
2020-05-22,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,                             ,                             ,8.17,9.6,9.03
2020-05-22,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,                             ,OVERWEIGHT                   ,8.75,9.75,9.03
2020-05-22,Nvidia Corp,NVDA,RAYMOND JAMES,CHRIS CASO,                             ,OUTPERFORM                   ,8.25,9.25,9.03
2020-05-22,Nvidia Corp,NVDA,CRAIG HALLUM,RICHARD SHANNON,HOLD,IN LINE,7.5,8.37,9.03
2020-05-22,Nvidia Corp,NVDA,JPMORGAN,HARLAN SUR,                             ,OVERWEIGHT                   ,7.62,10.12,9.03
2020-05-22,Nvidia Corp,NVDA,WEDBUSH,MATT BRYSON,                             ,OUTPERFORM                   ,8.5,10.5,9.03
2020-05-22,Nvidia Corp,NVDA,BERNSTEIN,STACY RASGON,                             ,OUTPERFORM                   ,9.0,10.37,9.03
2020-05-22,Nvidia Corp,NVDA,WELLS FARGO,AARON RAKERS,                             ,OVERWEIGHT                   ,9.0,10.75,9.03
2020-05-26,Nvidia Corp,NVDA,FBN,SHELBY SEYRAFI,,OUTPERFORM                   ,,10.0,8.72
2020-05-26,Nvidia Corp,NVDA,MORGAN STANLEY,JOSEPH MOORE,,OVERWEIGHT                   ,,9.07,8.72
2020-06-16,Nvidia Corp,NVDA,MORGAN STANLEY,JOSEPH MOORE,                             ,OVERWEIGHT                   ,9.5,9.05,9.07
2020-06-17,Nvidia Corp,NVDA,JEFFERIES,MARK LIPACIS,                             ,POSITIVE                     ,10.12,10.37,9.24
2020-06-24,Nvidia Corp,NVDA,BERNSTEIN,STACY RASGON,,OUTPERFORM                   ,,10.37,9.24
2020-06-24,Nvidia Corp,NVDA,OPPENHEIMER,RICK SCHAFER,OUTPERFORM,OUTPERFORM,,10.0,9.24
2020-06-24,Nvidia Corp,NVDA,BAML,VIVEK ARYA,,BUY                          ,,10.5,9.24
2020-06-25,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,                             ,                             ,10.5,11.25,9.49
2020-07-10,Nvidia Corp,NVDA,,KEVIN CASSIDY,Buy                          ,Buy                          ,400.0,500.0,10.48
2020-07-15,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,OVERWEIGHT,OVERWEIGHT,,9.75,10.23
2020-07-17,Nvidia Corp,NVDA,UBS,TIMOTHY ARCURI,                             ,BUY                          ,10.0,12.0,10.2
2020-07-20,Nvidia Corp,NVDA,BARCLAYS,BLAYNE CURTIS,,OVERWEIGHT                   ,,11.25,10.51
2020-08-10,Nvidia Corp,NVDA,BAML,VIVEK ARYA,,BUY                          ,,13.0,11.17
2020-08-13,Nvidia Corp,NVDA,DEUTSCHE BANK,ROSS SEYMORE,                             ,                             ,7.87,10.12,11.44
2020-08-13,Nvidia Corp,NVDA,RAYMOND JAMES,CHRIS CASO,                             ,OUTPERFORM                   ,9.25,12.5,11.44
2020-08-14,Nvidia Corp,NVDA,WEDBUSH,MATT BRYSON,Outperform                   ,Outperform                   ,500.0,500.0,11.56
2020-08-17,Nvidia Corp,NVDA,,GARY MOBLEY,Overweight                   ,Overweight                   ,510.0,510.0,12.34
2020-08-17,Nvidia Corp,NVDA,OPPENHEIMER,RICK SCHAFER,,OUTPERFORM                   ,,12.5,12.34
2020-08-17,Nvidia Corp,NVDA,WELLS FARGO,AARON RAKERS,,OVERWEIGHT                   ,,12.75,12.34
2020-08-17,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,,POSITIVE                     ,,13.5,12.34
2020-08-20,Nvidia Corp,NVDA,CRAIG HALLUM,RICHARD SHANNON,                             ,HOLD                         ,8.37,12.0,12.14
2020-08-20,Nvidia Corp,NVDA,BAML,VIVEK ARYA,                             ,                             ,13.0,15.0,12.14
2020-08-20,Nvidia Corp,NVDA,BENCHMARK,RUBEN ROY,                             ,BUY                          ,10.25,13.5,12.14
2020-08-20,Nvidia Corp,NVDA,DEUTSCHE BANK,ROSS SEYMORE,                             ,HOLD                         ,10.12,11.25,12.14
2020-08-20,Nvidia Corp,NVDA,WEDBUSH,MATT BRYSON,                             ,OUTPERFORM                   ,12.5,13.12,12.14
2020-08-20,Nvidia Corp,NVDA,JPMORGAN,HARLAN SUR,                             ,OVERWEIGHT                   ,10.12,12.75,12.14
2020-08-20,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,                             ,BUY                          ,9.6,13.75,12.14
2020-08-20,Nvidia Corp,NVDA,,KEVIN CASSIDY,Buy                          ,Buy                          ,392.0,540.0,12.14
2020-08-20,Nvidia Corp,NVDA,MORGAN STANLEY,JOSEPH MOORE,                             ,                             ,9.5,12.67,12.14
2020-08-20,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,                             ,OVERWEIGHT                   ,9.75,13.5,12.14
2020-08-20,Nvidia Corp,NVDA,BARCLAYS,BLAYNE CURTIS,                             ,OVERWEIGHT                   ,11.25,13.12,12.14
2020-08-20,Nvidia Corp,NVDA,JEFFERIES,MARK LIPACIS,                             ,BUY                          ,10.37,14.25,12.14
2020-08-20,Nvidia Corp,NVDA,BERNSTEIN,STACY RASGON,                             ,OUTPERFORM                   ,10.37,13.62,12.14
2020-08-20,Nvidia Corp,NVDA,MIZUHO,VIJAY RAKESH,                             ,BUY                          ,10.0,13.0,12.14
2020-08-20,Nvidia Corp,NVDA,CITI,ATIF MALIK,                             ,BUY                          ,9.8,13.5,12.14
2020-08-20,Nvidia Corp,NVDA,RAYMOND JAMES,CHRIS CASO,                             ,OUTPERFORM                   ,12.5,13.75,12.14
2020-09-02,Nvidia Corp,NVDA,MIZUHO,VIJAY RAKESH,                             ,                             ,13.0,14.37,14.35
2020-09-02,Nvidia Corp,NVDA,BAML,VIVEK ARYA,                             ,                             ,15.0,16.25,14.35
2020-09-02,Nvidia Corp,NVDA,CITI,ATIF MALIK,,BUY                          ,,13.5,14.35
2020-09-02,Nvidia Corp,NVDA,BENCHMARK,RUBEN ROY,                             ,BUY                          ,13.5,15.0,14.35
2020-09-14,Nvidia Corp,NVDA,JEFFERIES,MARK LIPACIS,,                             ,,17.0,12.87
2020-09-15,Nvidia Corp,NVDA,CRAIG HALLUM,RICHARD SHANNON,Hold                         ,Hold                         ,500.0,500.0,12.99
2020-10-02,Nvidia Corp,NVDA,WEDBUSH,MATT BRYSON,                             ,OUTPERFORM                   ,13.12,15.0,13.06
2020-10-06,Nvidia Corp,NVDA,JPMORGAN,HARLAN SUR,                             ,OVERWEIGHT                   ,12.75,15.12,13.74
2020-10-06,Nvidia Corp,NVDA,UBS,TIMOTHY ARCURI,,BUY                          ,,15.62,13.74
2020-10-06,Nvidia Corp,NVDA,OPPENHEIMER,RICK SCHAFER,                             ,OUTPERFORM                   ,13.75,15.0,13.74
2020-10-12,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,,BUY                          ,,15.57,14.23
2020-11-12,Nvidia Corp,NVDA,DEUTSCHE BANK,ROSS SEYMORE,                             ,HOLD                         ,11.25,12.5,13.46
2020-11-16,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,POSITIVE,POSITIVE,,15.25,13.52
2020-11-16,Nvidia Corp,NVDA,MORGAN STANLEY,JOSEPH MOORE,,INLINE                       ,,,13.52
2020-11-17,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,,BUY                          ,,15.57,13.42
2020-11-19,Nvidia Corp,NVDA,BARCLAYS,BLAYNE CURTIS,                             ,OVERWEIGHT                   ,13.12,13.75,13.44
2020-11-19,Nvidia Corp,NVDA,UBS,TIMOTHY ARCURI,                             ,BUY                          ,15.62,16.25,13.44
2020-11-19,Nvidia Corp,NVDA,,KEVIN CASSIDY,Buy                          ,Buy                          ,650.0,650.0,13.44
2020-11-19,Nvidia Corp,NVDA,MIZUHO,VIJAY RAKESH,BUY,BUY,14.37,15.12,13.44
2020-11-19,Nvidia Corp,NVDA,CITI,ATIF MALIK,                             ,BUY                          ,13.5,15.0,13.44
2020-11-19,Nvidia Corp,NVDA,CRAIG HALLUM,RICHARD SHANNON,                             ,HOLD                         ,12.5,13.0,13.44
2020-11-19,Nvidia Corp,NVDA,RAYMOND JAMES,CHRIS CASO,                             ,OUTPERFORM                   ,13.75,15.0,13.44
2020-12-17,Nvidia Corp,NVDA,DEUTSCHE BANK,ROSS SEYMORE,                             ,HOLD                         ,12.5,12.87,13.34
2020-12-18,Nvidia Corp,NVDA,WELLS FARGO,AARON RAKERS,                             ,OVERWEIGHT                   ,15.12,15.62,13.27
2021-01-07,Nvidia Corp,NVDA,CITI,ATIF MALIK,BUY,POSITIVE,,15.0,13.34
2021-01-13,Nvidia Corp,NVDA,CITI,ATIF MALIK,,BUY                          ,,15.0,13.53
2021-01-15,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,                             ,BUY                          ,16.07,16.8,12.86
2021-01-15,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,                             ,POSITIVE                     ,15.25,15.62,12.86
2021-01-26,Nvidia Corp,NVDA,BARCLAYS,BLAYNE CURTIS,                             ,OVERWEIGHT                   ,13.75,15.0,13.44
2021-02-11,Nvidia Corp,NVDA,WELLS FARGO,AARON RAKERS,,BUY                          ,,15.62,15.25
2021-02-18,Nvidia Corp,NVDA,OPPENHEIMER,RICK SCHAFER,                             ,                             ,15.0,17.5,14.83
2021-02-22,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,"POSITIVE""","POSITIVE""",,17.5,14.36
2021-02-22,Nvidia Corp,NVDA,DEUTSCHE BANK,ROSS SEYMORE,,HOLD                         ,,13.75,14.36
2021-02-25,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,                             ,OVERWEIGHT                   ,14.37,15.62,13.31
2021-02-25,Nvidia Corp,NVDA,WEDBUSH,MATT BRYSON,                             ,OUTPERFORM                   ,15.0,16.0,13.31
2021-02-25,Nvidia Corp,NVDA,CRAIG HALLUM,RICHARD SHANNON,                             ,HOLD                         ,13.0,13.75,13.31
2021-02-25,Nvidia Corp,NVDA,JEFFERIES,MARK LIPACIS,,BUY                          ,,17.0,13.31
2021-02-25,Nvidia Corp,NVDA,BERNSTEIN,STACY RASGON,                             ,OUTPERFORM                   ,14.37,15.62,13.31
2021-02-25,Nvidia Corp,NVDA,MIZUHO,VIJAY RAKESH,                             ,BUY                          ,15.12,16.25,13.31
2021-02-25,Nvidia Corp,NVDA,JPMORGAN,HARLAN SUR,                             ,OVERWEIGHT                   ,15.12,16.5,13.31
2021-02-25,Nvidia Corp,NVDA,RAYMOND JAMES,CHRIS CASO,                             ,OUTPERFORM                   ,15.0,17.5,13.31
2021-02-25,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,                             ,BUY                          ,16.8,17.5,13.31
2021-02-25,Nvidia Corp,NVDA,UBS,TIMOTHY ARCURI,                             ,BUY                          ,16.25,16.75,13.31
2021-03-03,Nvidia Corp,NVDA,BERNSTEIN,STACY RASGON,,OUTPERFORM                   ,,15.62,12.8
2021-04-13,Nvidia Corp,NVDA,MIZUHO,VIJAY RAKESH,                             ,BUY                          ,16.25,16.87,15.68
2021-04-13,Nvidia Corp,NVDA,,KEVIN CASSIDY,Buy                          ,Buy                          ,700.0,800.0,15.68
2021-04-13,Nvidia Corp,NVDA,,GARY MOBLEY,Overweight                   ,Overweight                   ,650.0,650.0,15.68
2021-04-13,Nvidia Corp,NVDA,DEUTSCHE BANK,ROSS SEYMORE,                             ,HOLD                         ,14.0,14.37,15.68
2021-04-13,Nvidia Corp,NVDA,BARCLAYS,BLAYNE CURTIS,                             ,OVERWEIGHT                   ,15.0,16.25,15.68
2021-04-13,Nvidia Corp,NVDA,WELLS FARGO,AARON RAKERS,                             ,OVERWEIGHT                   ,15.62,17.87,15.68
